Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Hour
2024-11-17,07:39:23,"""CNR3433313""",Completed,"""CID4696557""",Go Sedan,South Extension,Sohna Road,7.8,44.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,719.0,45.09,4.9,5.0,Credit Card,-1
2024-02-24,21:17:23,"""CNR2865884""",Completed,"""CID1667469""",Bike,Patel Chowk,Azadpur,2.5,16.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,696.0,48.55,3.9,4.1,Cash,-1
2024-12-20,15:32:58,"""CNR2645932""",Cancelled by Driver,"""CID4043398""",Go Sedan,Pataudi Chowk,Pragati Maidan,10.8,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-04-04,12:23:32,"""CNR5488661""",Completed,"""CID8070526""",Auto,South Extension,Kaushambi,12.7,22.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,274.0,7.59,3.8,4.7,UPI,-1
2024-05-05,09:07:14,"""CNR2374199""",Completed,"""CID4531353""",Auto,Chanakyapuri,Dwarka Mor,6.3,29.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,213.0,2.25,4.9,4.5,UPI,-1
2024-06-04,18:37:27,"""CNR1152013""",Incomplete,"""CID3323411""",Auto,Mandi House,Gwal Pahari,4.6,22.6,0.0,Desconocido,0.0,Desconocido,1.0,Other Issue,123.0,6.92,0.0,0.0,Cash,-1
2024-01-04,22:47:11,"""CNR4253808""",Cancelled by Driver,"""CID6667234""",eBike,Indirapuram,Barakhamba Road,11.1,0.0,0.0,Desconocido,1.0,Customer related issue,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-02-04,17:27:10,"""CNR7983395""",Completed,"""CID7119933""",Auto,Noida Film City,Maidan Garhi,13.3,35.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,629.0,15.95,4.4,3.2,Cash,-1
2024-12-09,18:22:31,"""CNR5850077""",Cancelled by Driver,"""CID6072903""",Auto,Sarojini Nagar,Saket A Block,10.9,0.0,0.0,Desconocido,1.0,Personal & Car related issues,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-06-12,20:19:55,"""CNR3798328""",Completed,"""CID6271847""",Bike,Ambience Mall,Pulbangash,5.7,34.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,780.0,34.22,4.1,4.3,UPI,-1
2024-12-13,16:15:43,"""CNR8204122""",Cancelled by Driver,"""CID3560387""",Bike,Shastri Park,India Gate,4.5,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-03-23,10:22:11,"""CNR6291095""",Cancelled by Customer,"""CID6085404""",Auto,Noida Sector 18,INA Market,14.4,0.0,1.0,Change of plans,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-02-29,10:39:41,"""CNR7992380""",Completed,"""CID9515889""",eBike,Greater Noida,Rajiv Chowk,9.7,27.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,217.0,47.75,4.6,4.2,Debit Card,-1
2024-10-24,02:31:20,"""CNR7150862""",Completed,"""CID8047473""",eBike,Lok Kalyan Marg,Akshardham,13.4,42.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,397.0,48.02,4.7,3.7,Cash,-1
2024-05-17,14:02:45,"""CNR5916874""",Completed,"""CID4862281""",Uber XL,AIIMS,Mansarovar Park,8.5,44.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,418.0,25.56,3.4,3.9,UPI,-1
2024-02-13,17:11:38,"""CNR4221408""",Cancelled by Customer,"""CID4163112""",eBike,Barakhamba Road,Okhla,9.4,0.0,1.0,Driver is not moving towards pickup location,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-03-29,09:50:28,"""CNR3544390""",Completed,"""CID3288943""",Auto,Jhilmil,DLF City Court,4.7,23.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,552.0,16.06,4.3,4.6,UPI,-1
2024-09-25,00:57:14,"""CNR8047265""",Completed,"""CID3905327""",Premier Sedan,Bahadurgarh,Munirka,11.2,21.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,577.0,11.45,4.4,4.9,UPI,-1
2024-02-15,14:48:44,"""CNR3624105""",Completed,"""CID3164932""",Bike,IIT Delhi,Narsinghpur,2.0,28.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,292.0,18.38,3.6,4.6,Debit Card,-1
2024-02-26,09:58:39,"""CNR3705525""",Completed,"""CID9421607""",Auto,Hero Honda Chowk,Faridabad Sector 15,6.1,19.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,888.0,11.35,4.0,4.3,UPI,-1
2024-03-04,11:02:16,"""CNR3128805""",Completed,"""CID5930638""",Go Mini,Bhikaji Cama Place,Subhash Nagar,7.6,31.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,351.0,17.4,4.2,4.8,Credit Card,-1
2024-05-04,18:22:07,"""CNR3320904""",Completed,"""CID5258219""",Bike,Peeragarhi,Tis Hazari,3.0,37.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,94.0,29.12,4.1,3.1,Debit Card,-1
2024-11-10,18:08:43,"""CNR6874779""",Completed,"""CID2152663""",Premier Sedan,Rithala,Mansarovar Park,8.5,23.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,161.0,6.88,3.6,5.0,Cash,-1
2024-12-04,19:40:02,"""CNR6549654""",Cancelled by Driver,"""CID6147537""",Go Sedan,Lal Quila,Nehru Place,11.8,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-06-11,22:16:20,"""CNR8028978""",Completed,"""CID4117335""",Go Sedan,Khan Market,Sikanderpur,13.9,28.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,666.0,5.68,4.4,5.0,Cash,-1
2024-07-19,19:25:02,"""CNR6638630""",Completed,"""CID3199019""",Go Mini,Civil Lines Gurgaon,Aya Nagar,9.4,26.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,886.0,43.33,4.4,4.3,Cash,-1
2024-11-06,13:33:50,"""CNR5727250""",Incomplete,"""CID8869706""",Go Sedan,Mayur Vihar,Malviya Nagar,2.9,17.1,0.0,Desconocido,0.0,Desconocido,1.0,Other Issue,822.0,2.14,0.0,0.0,Cash,-1
2024-07-06,19:41:48,"""CNR1954663""",Completed,"""CID4227079""",Auto,Cyber Hub,Badarpur,10.8,27.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,494.0,37.0,4.1,4.3,Uber Wallet,-1
2024-09-27,17:19:14,"""CNR8662550""",Incomplete,"""CID1015819""",Auto,Vidhan Sabha,IGNOU Road,8.0,27.5,0.0,Desconocido,0.0,Desconocido,1.0,Vehicle Breakdown,226.0,11.51,0.0,0.0,UPI,-1
2024-08-18,17:59:30,"""CNR5598696""",Completed,"""CID4339288""",Premier Sedan,Raj Nagar Extension,Tagore Garden,5.0,32.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1335.0,33.03,4.3,4.3,Cash,-1
2024-11-21,16:35:34,"""CNR1829569""",Cancelled by Driver,"""CID9351522""",Bike,Adarsh Nagar,Gurgaon Sector 56,6.2,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-01-14,11:07:39,"""CNR7345118""",Completed,"""CID6491403""",Go Sedan,DLF City Court,Ghaziabad,13.9,25.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,558.0,23.51,4.2,4.1,UPI,-1
2024-10-14,21:06:41,"""CNR8763779""",Completed,"""CID2407362""",Auto,Shivaji Park,Mayur Vihar,3.7,27.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,244.0,43.93,4.1,4.9,Credit Card,-1
2024-10-30,17:45:23,"""CNR7442865""",Cancelled by Customer,"""CID1244295""",Bike,Rohini West,Badarpur,18.1,0.0,1.0,Driver is not moving towards pickup location,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-09-03,18:13:16,"""CNR1613552""",Completed,"""CID5778768""",Auto,Ghitorni,Narsinghpur,11.1,15.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,101.0,8.89,4.3,4.3,Credit Card,-1
2024-06-28,17:03:45,"""CNR4353250""",Completed,"""CID1673514""",Premier Sedan,Adarsh Nagar,RK Puram,7.3,34.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,557.0,19.87,3.9,4.8,UPI,-1
2024-08-13,19:34:30,"""CNR4888938""",Completed,"""CID8112082""",Auto,Mayur Vihar,Chirag Delhi,11.3,20.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,649.0,39.14,4.3,4.6,UPI,-1
2024-09-27,08:06:05,"""CNR8658266""",Incomplete,"""CID4486585""",Bike,Rithala,Lok Kalyan Marg,3.0,24.0,0.0,Desconocido,0.0,Desconocido,1.0,Customer Demand,527.0,9.08,0.0,0.0,UPI,-1
2024-10-29,04:12:18,"""CNR2868899""",Completed,"""CID2285596""",Go Mini,Tughlakabad,Vatika Chowk,4.5,26.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,90.0,44.93,4.1,4.1,UPI,-1
2024-02-07,07:34:27,"""CNR8543172""",Incomplete,"""CID9311582""",Go Sedan,Nehru Place,India Gate,4.8,17.0,0.0,Desconocido,0.0,Desconocido,1.0,Other Issue,290.0,10.54,0.0,0.0,Cash,-1
2024-08-12,13:16:17,"""CNR3239826""",Completed,"""CID4601361""",Go Sedan,South Extension,India Gate,9.9,31.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,841.0,46.41,4.6,5.0,UPI,-1
2024-01-07,10:04:53,"""CNR1977073""",Incomplete,"""CID4873941""",Go Mini,Ashok Vihar,Khan Market,8.4,18.6,0.0,Desconocido,0.0,Desconocido,1.0,Other Issue,125.0,11.19,0.0,0.0,UPI,-1
2024-07-30,09:40:41,"""CNR2656140""",Completed,"""CID9591991""",Premier Sedan,Sarojini Nagar,Khandsa,8.2,21.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,347.0,14.11,4.3,3.7,Cash,-1
2024-08-26,16:09:02,"""CNR1002093""",No Driver Found,"""CID8546912""",Auto,Ardee City,Sikanderpur,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-07-08,06:20:37,"""CNR3495314""",Completed,"""CID4048762""",Bike,Lal Quila,Hauz Khas,6.4,26.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,754.0,27.36,3.8,4.2,Cash,-1
2024-08-27,19:38:42,"""CNR1835804""",Completed,"""CID2436419""",Premier Sedan,Arjangarh,Netaji Subhash Place,8.4,17.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,336.0,22.53,4.0,3.6,Cash,-1
2024-01-17,22:11:12,"""CNR4611746""",Cancelled by Driver,"""CID9872668""",Bike,Saket,Hauz Rani,12.0,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-01-19,13:09:57,"""CNR4347859""",Incomplete,"""CID8709988""",Bike,Khandsa,Hauz Khas,7.5,10.2,0.0,Desconocido,0.0,Desconocido,1.0,Other Issue,216.0,17.85,0.0,0.0,UPI,-1
2024-04-21,22:16:43,"""CNR7447046""",Cancelled by Customer,"""CID4191544""",Bike,Gwal Pahari,Peeragarhi,19.4,0.0,1.0,Driver is not moving towards pickup location,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-03-31,06:17:46,"""CNR1831907""",Cancelled by Customer,"""CID5782623""",Premier Sedan,Samaypur Badli,Nawada,17.8,0.0,1.0,AC is not working,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-09-10,16:28:12,"""CNR4575114""",Completed,"""CID9076600""",Auto,DLF Phase 3,Sushant Lok,5.9,41.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1631.0,8.11,4.5,4.3,UPI,-1
2024-02-08,17:35:50,"""CNR5041880""",Completed,"""CID2422484""",Go Sedan,Green Park,Mayur Vihar,6.9,27.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,779.0,48.02,4.9,5.0,Uber Wallet,-1
2024-06-01,17:35:08,"""CNR6239642""",Completed,"""CID4087372""",Go Sedan,Akshardham,Munirka,13.3,43.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,402.0,45.51,3.2,4.6,Uber Wallet,-1
2024-05-29,17:11:03,"""CNR5459451""",Incomplete,"""CID4897982""",Bike,Kashmere Gate ISBT,Tilak Nagar,6.5,11.0,0.0,Desconocido,0.0,Desconocido,1.0,Customer Demand,252.0,16.5,0.0,0.0,UPI,-1
2024-04-09,08:15:33,"""CNR2868849""",Completed,"""CID9651626""",Bike,Sohna Road,Netaji Subhash Place,5.8,33.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,531.0,49.6,4.4,4.9,UPI,-1
2024-04-03,19:57:02,"""CNR3831774""",Cancelled by Driver,"""CID8864744""",Go Mini,DLF Phase 3,Kirti Nagar,9.0,0.0,0.0,Desconocido,1.0,Customer related issue,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-12-13,16:28:26,"""CNR7490154""",Completed,"""CID4646423""",Premier Sedan,South Extension,Sarojini Nagar,11.5,42.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,329.0,18.39,4.2,4.5,Cash,-1
2024-07-22,22:34:27,"""CNR8399027""",Completed,"""CID3554812""",Auto,Jhilmil,Faridabad Sector 15,8.0,20.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,465.0,34.9,4.8,4.6,Uber Wallet,-1
2024-08-23,17:44:37,"""CNR4468611""",Cancelled by Driver,"""CID7372202""",Go Mini,Bahadurgarh,Khandsa,7.7,0.0,0.0,Desconocido,1.0,Personal & Car related issues,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-02-03,21:05:12,"""CNR9839536""",Completed,"""CID2226383""",Auto,Jasola,Badshahpur,3.4,33.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,765.0,4.35,4.4,4.3,Cash,-1
2024-08-25,17:40:45,"""CNR7188146""",Completed,"""CID1076165""",Auto,Delhi Gate,Faridabad Sector 15,2.2,24.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,250.0,49.82,4.4,4.9,Cash,-1
2024-11-24,20:23:39,"""CNR5887961""",No Driver Found,"""CID4978157""",Bike,Ashok Park Main,Pragati Maidan,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-08-12,03:26:46,"""CNR2760152""",Completed,"""CID2040472""",Auto,Karkarduma,Green Park,11.8,24.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,285.0,17.39,4.9,4.3,Credit Card,-1
2024-07-27,18:56:56,"""CNR2910185""",Completed,"""CID9057903""",eBike,Akshardham,Munirka,14.2,21.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1472.0,30.5,5.0,4.2,UPI,-1
2024-03-17,08:52:14,"""CNR8316497""",Completed,"""CID5440389""",Premier Sedan,Kanhaiya Nagar,Noida Extension,12.7,27.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1079.0,24.39,4.1,4.1,Cash,-1
2024-02-24,20:11:19,"""CNR5317053""",Completed,"""CID2116579""",Go Mini,Vinobapuri,Jasola,5.4,17.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1681.0,38.84,4.2,4.7,UPI,-1
2024-05-08,14:55:24,"""CNR6889347""",Completed,"""CID7783485""",Go Mini,MG Road,Rohini,2.3,30.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,356.0,23.05,4.3,4.4,UPI,-1
2024-04-05,10:35:04,"""CNR1702434""",Incomplete,"""CID6445879""",Uber XL,Okhla,Jasola,2.1,11.2,0.0,Desconocido,0.0,Desconocido,1.0,Other Issue,177.0,16.05,0.0,0.0,Cash,-1
2024-02-27,10:27:42,"""CNR1572865""",Cancelled by Driver,"""CID4650464""",Go Mini,Munirka,Vishwavidyalaya,5.4,0.0,0.0,Desconocido,1.0,Customer related issue,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-11-06,11:56:14,"""CNR6561698""",No Driver Found,"""CID8701950""",Bike,Satguru Ram Singh Marg,Peeragarhi,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-01-21,17:48:21,"""CNR9167975""",No Driver Found,"""CID5895016""",Auto,Jama Masjid,Dilshad Garden,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-06-18,09:43:28,"""CNR9904248""",Completed,"""CID4295228""",Go Mini,Lal Quila,Munirka,8.0,16.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,253.0,10.31,3.0,4.2,UPI,-1
2024-03-01,20:45:11,"""CNR5605666""",Completed,"""CID9179496""",Bike,Chandni Chowk,Nirman Vihar,12.4,15.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,321.0,44.65,3.5,4.1,Cash,-1
2024-03-04,19:42:46,"""CNR7214532""",Completed,"""CID8344540""",Auto,Karkarduma,Munirka,7.1,43.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,622.0,34.99,5.0,4.3,Cash,-1
2024-04-02,06:31:33,"""CNR6333830""",Incomplete,"""CID5844023""",Auto,Delhi Gate,India Gate,3.0,28.9,0.0,Desconocido,0.0,Desconocido,1.0,Customer Demand,446.0,6.47,0.0,0.0,UPI,-1
2024-09-10,08:52:00,"""CNR6084754""",Completed,"""CID8719313""",Go Sedan,Samaypur Badli,Saidulajab,6.3,44.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,259.0,43.59,4.4,4.9,UPI,-1
2024-11-14,11:11:30,"""CNR3964256""",Completed,"""CID8818706""",Go Sedan,Kalkaji,Kaushambi,12.6,20.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,219.0,16.74,4.2,4.4,Credit Card,-1
2024-07-30,11:33:34,"""CNR2857593""",Completed,"""CID2393469""",Auto,Delhi Gate,Raj Nagar Extension,10.8,35.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,368.0,39.34,4.2,4.9,Debit Card,-1
2024-03-13,21:34:07,"""CNR9627076""",Completed,"""CID4704710""",Auto,Paschim Vihar,Rohini,6.1,35.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,98.0,4.36,3.1,4.4,Cash,-1
2024-11-24,12:46:23,"""CNR4715330""",Completed,"""CID9997008""",Auto,Punjabi Bagh,Udyog Bhawan,2.2,43.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,409.0,28.24,3.8,4.6,Debit Card,-1
2024-08-13,19:41:52,"""CNR5463057""",Cancelled by Driver,"""CID8943681""",Premier Sedan,Udyog Bhawan,Vaishali,5.2,0.0,0.0,Desconocido,1.0,Personal & Car related issues,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-06-11,22:05:35,"""CNR1884895""",Completed,"""CID6071988""",Go Mini,Anand Vihar ISBT,South Extension,10.1,21.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,242.0,27.17,4.1,4.4,UPI,-1
2024-08-31,09:28:24,"""CNR7611372""",No Driver Found,"""CID8340223""",Auto,Chanakyapuri,Aya Nagar,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-09-09,22:01:54,"""CNR8592891""",Completed,"""CID8509446""",Auto,Kanhaiya Nagar,Old Gurgaon,9.2,41.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,524.0,43.02,4.9,5.0,Credit Card,-1
2024-07-07,20:48:55,"""CNR7457280""",Cancelled by Customer,"""CID4547764""",Auto,Akshardham,Gurgaon Sector 56,18.4,0.0,1.0,Driver is not moving towards pickup location,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-10-16,06:25:24,"""CNR5220545""",Completed,"""CID9267754""",Go Sedan,Paharganj,IGNOU Road,4.7,40.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,247.0,21.88,4.3,3.3,Uber Wallet,-1
2024-02-20,10:04:31,"""CNR9744550""",Completed,"""CID8446712""",Go Mini,Noida Sector 18,Rohini West,14.6,39.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,494.0,7.85,3.6,4.6,Cash,-1
2024-02-06,09:37:23,"""CNR9003238""",Cancelled by Driver,"""CID7343073""",Auto,Rohini West,Noida Extension,7.4,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-07-06,18:36:22,"""CNR2721831""",Cancelled by Driver,"""CID1145916""",Auto,New Colony,Moolchand,6.8,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-11-11,06:38:27,"""CNR4358929""",Completed,"""CID6653978""",Auto,Ramesh Nagar,Akshardham,14.2,34.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,296.0,27.37,3.7,4.3,UPI,-1
2024-04-02,19:41:04,"""CNR8418187""",Completed,"""CID5148231""",Premier Sedan,Noida Sector 18,RK Puram,14.8,43.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,198.0,39.42,4.6,4.3,Credit Card,-1
2024-05-14,12:52:38,"""CNR5017708""",Cancelled by Customer,"""CID3708147""",Premier Sedan,Mansarovar Park,Hauz Khas,17.1,0.0,1.0,Change of plans,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-03-14,20:19:57,"""CNR1717017""",No Driver Found,"""CID1967480""",Go Mini,Netaji Subhash Place,Udyog Vihar,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-02-04,18:47:32,"""CNR5750732""",Cancelled by Driver,"""CID5687634""",Go Mini,Satguru Ram Singh Marg,Faridabad Sector 15,3.2,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-01-07,15:54:56,"""CNR8024072""",Completed,"""CID5286470""",Auto,Noida Extension,Basai Dhankot,9.1,31.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1280.0,14.56,4.6,4.2,Cash,-1
2024-07-08,16:18:59,"""CNR1848220""",Completed,"""CID9919938""",Go Mini,Gurgaon Sector 56,Anand Vihar,2.7,25.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,200.0,12.78,3.4,3.9,UPI,-1
2024-06-29,05:57:36,"""CNR3931103""",Completed,"""CID3826295""",Go Mini,Tilak Nagar,Anand Vihar,10.7,34.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,733.0,13.67,3.8,3.4,UPI,-1
2024-03-20,18:49:09,"""CNR8783707""",Completed,"""CID1162686""",Go Sedan,Malviya Nagar,Gurgaon Railway Station,9.5,35.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,603.0,11.83,4.3,4.3,Cash,-1
2024-06-09,22:19:43,"""CNR3636611""",Completed,"""CID1665586""",Uber XL,Huda City Centre,Ashok Park Main,4.5,25.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,305.0,41.3,3.7,5.0,Cash,-1
2024-01-31,10:35:16,"""CNR6270668""",Cancelled by Driver,"""CID9864561""",Auto,Sohna Road,Chanakyapuri,9.6,0.0,0.0,Desconocido,1.0,Personal & Car related issues,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-04-15,01:31:32,"""CNR6149819""",Cancelled by Customer,"""CID2673981""",Auto,IIT Delhi,Bhiwadi,10.0,0.0,1.0,Driver asked to cancel,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-06-14,09:04:17,"""CNR5512273""",Completed,"""CID4770507""",Bike,Hauz Khas,Mandi House,2.7,41.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,437.0,9.09,4.3,4.3,UPI,-1
2024-05-09,05:20:06,"""CNR5893256""",Completed,"""CID2274535""",Auto,Indirapuram,ITO,14.1,41.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,544.0,25.59,4.2,4.4,UPI,-1
2024-08-17,09:42:43,"""CNR4691108""",Incomplete,"""CID3110537""",Go Mini,Gwal Pahari,Preet Vihar,6.0,28.9,0.0,Desconocido,0.0,Desconocido,1.0,Vehicle Breakdown,429.0,5.24,0.0,0.0,Cash,-1
2024-01-31,09:24:18,"""CNR8659737""",Completed,"""CID6446077""",Premier Sedan,Samaypur Badli,Sikanderpur,7.9,27.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,268.0,13.62,4.3,4.6,Credit Card,-1
2024-08-21,12:38:11,"""CNR3655321""",No Driver Found,"""CID3988661""",Bike,Khandsa,Dwarka Mor,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-05-26,10:36:45,"""CNR9215872""",Completed,"""CID5157192""",Auto,Sadar Bazar Gurgaon,Gurgaon Railway Station,11.8,26.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1082.0,20.77,4.9,5.0,Cash,-1
2024-08-13,18:49:50,"""CNR1086176""",Completed,"""CID9082788""",Go Sedan,Vishwavidyalaya,Satguru Ram Singh Marg,9.4,32.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,326.0,22.74,3.7,3.5,UPI,-1
2024-06-28,15:56:27,"""CNR1788005""",Completed,"""CID1347212""",Bike,Kashmere Gate ISBT,IGI Airport,14.2,36.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,388.0,38.55,4.2,4.1,UPI,-1
2024-08-22,11:16:59,"""CNR7045789""",Cancelled by Driver,"""CID8127359""",Auto,Mehrauli,Rohini West,7.7,0.0,0.0,Desconocido,1.0,Customer related issue,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-08-21,08:38:07,"""CNR5662997""",Completed,"""CID2914621""",Auto,Greater Kailash,Preet Vihar,10.3,40.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,93.0,39.71,4.2,4.1,Uber Wallet,-1
2024-06-15,08:34:44,"""CNR6549352""",Completed,"""CID1230795""",Bike,Pitampura,Ashok Vihar,13.1,43.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,969.0,39.47,4.6,4.3,Credit Card,-1
2024-06-07,06:05:25,"""CNR5367554""",Completed,"""CID7460770""",Auto,Panipat,Kadarpur,5.0,25.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,191.0,46.36,4.6,4.1,Credit Card,-1
